EmployeeID,Age,Gender,Education,Department,JobRole,JobLevel,MonthlyIncome,SalarySlab,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrentManager,OverTime,BusinessTravel,DistanceFromHome,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,NumCompaniesWorked,SickLeaveDays,AbsentDays,MaritalStatus,Attrition,JoiningDate
EMP10338,32,Male,Bachelor's,Finance,Financial Analyst,1,20164,Very High,11,1,0,1,No,Travel_Rarely,18,Medium,Medium,Medium,Very High,3,23,3,4,0,9,3,Divorced,No,2020-06-17
EMP10339,27,Female,Master's,Research & Development,Research Director,3,25000,Very High,7,4,4,4,No,Travel_Rarely,8,Low,Medium,Low,Very High,3,19,3,2,1,4,3,Divorced,No,2012-07-06
EMP10340,59,Male,Master's,Sales,Sales Representative,4,23837,Very High,31,5,2,1,No,Travel_Rarely,29,Medium,High,High,Medium,4,16,0,6,2,4,9,Single,Yes,2018-09-11
EMP10341,23,Male,Bachelor's,Sales,Laboratory Technician,1,9607,High,0,0,0,0,Yes,Travel_Rarely,24,Medium,High,Low,High,3,16,0,2,2,1,20,Married,No,2024-05-19
EMP10342,50,Female,Master's,Research & Development,Laboratory Technician,2,14755,High,21,11,5,1,No,Travel_Rarely,22,High,Medium,Very High,High,3,19,3,1,3,5,18,Married,No,2017-01-12
EMP10343,47,Female,Bachelor's,Sales,Sales Representative,1,21400,Very High,22,2,1,1,No,Travel_Frequently,24,High,Low,Medium,Medium,3,11,1,6,2,6,12,Married,No,2021-12-20
EMP10344,30,Female,Master's,Research & Development,Research Director,2,25000,Very High,4,0,0,0,Yes,Travel_Rarely,13,Medium,High,Medium,Very High,3,15,3,1,2,8,5,Married,No,2021-07-20
EMP10345,20,Female,High School,Research & Development,Research Scientist,1,8199,High,0,0,0,0,No,Travel_Rarely,2,Low,Medium,Medium,Medium,4,17,0,4,0,4,7,Single,Yes,2022-06-29
EMP10346,57,Female,PhD,Human Resources,HR Specialist,1,20477,Very High,35,3,3,0,No,Travel_Rarely,23,High,Very High,Low,Low,3,17,2,6,1,10,9,Single,No,2013-10-03
EMP10347,43,Male,Master's,Human Resources,HR Executive,2,23491,Very High,15,5,0,0,Yes,Travel_Rarely,16,High,High,High,Medium,4,13,1,3,4,10,16,Married,No,2020-02-26
EMP10348,50,Female,Master's,Sales,Sales Executive,1,25000,Very High,24,5,4,0,Yes,Travel_Frequently,12,High,Very High,Medium,High,3,16,1,5,4,4,8,Married,No,2020-11-10
EMP10349,60,Female,Master's,Research & Development,Research Scientist,3,25000,Very High,34,4,0,1,No,Travel_Rarely,8,High,High,Medium,Very High,3,18,1,5,3,8,13,Single,No,2014-05-26
EMP10350,45,Female,Bachelor's,Human Resources,HR Specialist,2,25000,Very High,17,1,0,1,No,Travel_Frequently,4,Medium,High,High,High,3,25,0,0,1,5,19,Single,Yes,2018-03-30
EMP10351,24,Female,High School,Research & Development,Laboratory Technician,3,15368,Very High,0,0,0,0,No,Travel_Rarely,14,Very High,Medium,Low,Medium,3,17,1,3,0,6,4,Married,No,2021-09-09
EMP10352,39,Female,Master's,It,IT Support,4,9334,High,12,8,0,7,No,Travel_Rarely,9,Medium,High,Medium,Medium,3,11,1,4,4,3,2,Single,No,2015-03-02
EMP10353,60,Male,Bachelor's,Finance,Financial Analyst,4,18456,Very High,40,4,4,1,No,Travel_Rarely,11,Low,High,Medium,Very High,3,25,2,0,3,3,8,Married,No,2014-02-25
EMP10354,30,Female,Bachelor's,Sales,Sales Representative,2,25000,Very High,9,3,3,1,No,Travel_Rarely,16,High,High,Low,Low,3,22,1,2,2,0,11,Married,No,2017-11-19
EMP10355,52,Female,Bachelor's,Sales,Sales Representative,2,25000,Very High,23,1,1,1,Yes,Travel_Rarely,6,Very High,Medium,High,Very High,3,20,0,2,2,10,0,Married,No,2010-06-10
EMP10356,57,Female,Bachelor's,Human Resources,HR Executive,1,25000,Very High,38,0,0,0,No,Travel_Rarely,12,High,High,Medium,Very High,3,17,1,0,0,4,10,Married,No,2017-11-02
EMP10357,46,Female,Master's,Sales,Sales Representative,3,25000,Very High,25,2,1,0,No,Non-Travel,19,Medium,Medium,High,High,3,12,0,2,4,1,4,Married,No,2010-11-21
EMP10358,53,Male,Bachelor's,Human Resources,Manager,2,25000,Very High,31,2,1,1,No,Travel_Rarely,16,Medium,Low,High,Very High,3,13,2,3,2,4,18,Married,No,2011-09-30
EMP10359,34,Female,Master's,Marketing,Manager,4,17150,Very High,7,7,2,6,No,Non-Travel,13,Medium,Medium,High,Medium,3,12,2,1,3,4,3,Married,No,2010-10-12
EMP10360,51,Female,Master's,Human Resources,Manager,1,20774,Very High,26,8,1,3,No,Travel_Rarely,4,Very High,Medium,Very High,Very High,3,24,1,5,3,3,11,Married,Yes,2021-09-22
EMP10361,40,Female,Bachelor's,Research & Development,Research Director,1,25000,Very High,10,5,3,5,No,Travel_Rarely,12,Low,Very High,Medium,Medium,4,17,3,6,4,11,15,Single,No,2015-08-05
EMP10362,24,Male,Bachelor's,Human Resources,HR Executive,1,14412,High,2,2,2,0,No,Travel_Rarely,4,High,Low,High,High,3,13,2,3,0,9,15,Married,No,2019-11-19
EMP10363,25,Female,Bachelor's,Research & Development,Laboratory Technician,3,25000,Very High,6,1,1,1,No,Travel_Rarely,17,Medium,Medium,Very High,High,4,20,1,2,3,8,20,Divorced,No,2025-08-04
EMP10364,57,Male,PhD,Research & Development,Research Director,1,19055,Very High,31,19,8,1,No,Travel_Frequently,14,High,High,Very High,High,3,10,2,1,1,4,0,Divorced,No,2010-03-26
EMP10365,41,Female,Bachelor's,Marketing,Manager,2,25000,Very High,14,2,2,2,Yes,Travel_Rarely,29,Very High,Very High,High,Medium,3,18,2,3,3,5,2,Married,No,2012-01-08
EMP10366,37,Male,Bachelor's,Research & Development,Laboratory Technician,2,11695,High,14,1,1,1,No,Travel_Rarely,26,Medium,Medium,Medium,High,3,18,0,5,0,0,19,Married,No,2021-02-20
EMP10367,33,Female,Master's,Marketing,Marketing Executive,1,25000,Very High,7,3,0,3,Yes,Travel_Rarely,17,Medium,High,Low,High,3,10,3,2,3,11,14,Divorced,Yes,2023-02-06
EMP10368,29,Male,Bachelor's,Marketing,Manager,2,15811,Very High,0,0,0,0,No,Travel_Rarely,1,High,Medium,Medium,Very High,4,17,0,3,2,4,19,Single,No,2024-11-17
EMP10369,32,Male,PhD,Sales,Sales Representative,2,11651,High,4,4,4,1,No,Travel_Frequently,20,High,Medium,Very High,High,3,11,1,2,0,11,16,Single,No,2025-03-28
EMP10370,50,Female,Master's,Sales,Sales Representative,1,24303,Very High,22,0,0,0,No,Travel_Rarely,1,High,Medium,High,High,3,16,1,4,2,8,3,Single,No,2018-07-16
EMP10371,49,Male,Bachelor's,Sales,Manager,2,25000,Very High,24,11,1,0,Yes,Travel_Frequently,30,High,High,High,Very High,3,22,0,0,2,11,2,Divorced,No,2024-10-11
EMP10372,22,Female,Master's,Sales,Manager,4,15060,Very High,0,0,0,0,No,Travel_Rarely,22,Low,High,High,Very High,4,10,3,2,4,10,10,Single,No,2014-01-27
EMP10373,49,Female,High School,Sales,Sales Representative,5,11220,High,25,0,0,0,No,Non-Travel,30,High,Medium,Medium,High,3,15,3,5,0,5,0,Single,No,2019-05-30
EMP10374,25,Female,Master's,Finance,Finance Manager,2,21135,Very High,10,9,1,1,Yes,Travel_Rarely,2,Medium,Medium,Medium,Very High,3,19,3,3,2,8,4,Single,Yes,2011-12-05
EMP10375,48,Male,Master's,Sales,Manager,2,21177,Very High,19,10,1,2,No,Travel_Rarely,17,Very High,Low,Very High,High,3,21,2,6,4,11,3,Married,No,2021-09-09
EMP10376,27,Female,Bachelor's,Research & Development,Research Director,1,25000,Very High,4,4,4,2,No,Travel_Rarely,23,Medium,High,High,Medium,3,20,1,5,4,3,19,Married,No,2011-12-26
EMP10377,52,Male,Bachelor's,It,Manager,5,25000,Very High,35,4,2,4,No,Non-Travel,22,High,High,High,Very High,3,20,2,2,2,1,7,Single,No,2010-04-01
EMP10378,36,Female,Master's,Sales,Manager,1,21445,Very High,9,8,2,0,No,Travel_Rarely,1,Medium,High,Medium,High,3,19,0,2,2,8,10,Single,No,2014-11-05
EMP10379,30,Female,Unknown,It,Data Analyst,2,25000,Very High,0,0,0,0,No,Travel_Rarely,12,Medium,High,High,Medium,3,23,3,5,1,3,10,Married,No,2011-11-08
EMP10380,32,Male,Master's,Sales,Sales Executive,1,24365,Very High,7,7,7,3,No,Travel_Rarely,13,Medium,High,Low,Low,3,23,2,3,0,10,17,Married,No,2013-09-08
EMP10381,30,Male,High School,Sales,Sales Representative,1,18847,Very High,3,3,3,3,Yes,Travel_Rarely,14,High,Medium,Medium,High,3,17,3,3,4,1,9,Married,No,2016-02-06
EMP10382,50,Male,Bachelor's,Finance,Accountant,1,10666,High,27,17,2,1,Yes,Travel_Frequently,10,High,Medium,Medium,Very High,3,20,2,1,0,0,12,Divorced,No,2021-07-06
EMP10383,47,Female,Master's,Human Resources,HR Specialist,3,19571,Very High,27,27,0,6,No,Travel_Rarely,12,Very High,Medium,High,Medium,3,15,1,6,4,1,19,Married,No,2023-02-18
EMP10384,25,Male,Bachelor's,It,Data Analyst,2,18932,Very High,2,1,1,1,No,Travel_Rarely,25,Medium,Very High,Medium,High,3,18,3,5,3,4,15,Married,No,2016-07-02
EMP10385,60,Female,Master's,Finance,Financial Analyst,2,25000,Very High,35,9,1,1,Yes,Travel_Rarely,22,High,High,Medium,High,4,24,2,5,3,2,16,Single,No,2014-10-23
EMP10386,35,Female,Bachelor's,It,Manager,1,25000,Very High,6,3,0,2,Yes,Travel_Rarely,18,High,High,High,Medium,4,20,0,2,4,5,17,Single,No,2019-08-24
EMP10387,23,Female,Bachelor's,Sales,Sales Representative,3,12956,High,0,0,0,0,No,Travel_Frequently,7,Low,Medium,Very High,Medium,3,10,2,4,1,3,2,Single,No,2023-02-02
EMP10388,54,Female,Master's,Sales,Sales Executive,1,23802,Very High,31,5,0,2,No,Non-Travel,19,Medium,Medium,Low,Very High,4,18,0,0,3,1,0,Single,No,2011-11-12
EMP10389,45,Male,Bachelor's,It,IT Support,1,25000,Very High,18,0,0,0,Yes,Travel_Frequently,30,Medium,Medium,Medium,Medium,4,12,0,5,0,6,1,Married,No,2013-07-15
EMP10390,31,Female,Master's,It,Software Engineer,2,25000,Very High,10,4,0,1,No,Travel_Rarely,15,Medium,High,High,Medium,3,24,3,2,2,11,5,Single,No,2021-12-15
EMP10391,30,Female,Master's,Marketing,Manager,4,25000,Very High,12,10,2,7,Yes,Travel_Rarely,7,Medium,Medium,High,Medium,3,11,1,3,0,10,17,Married,Yes,2017-05-09
EMP10392,56,Female,PhD,Research & Development,Research Director,1,25000,Very High,34,1,1,1,No,Travel_Frequently,14,High,Very High,High,Medium,3,21,0,1,0,5,16,Single,No,2014-11-18
EMP10393,44,Male,Master's,Research & Development,Research Scientist,2,22630,Very High,24,3,3,3,No,Travel_Rarely,9,Medium,High,High,Medium,4,17,0,2,0,7,13,Married,No,2016-12-26
EMP10394,37,Male,High School,It,Data Analyst,2,25000,Very High,15,14,0,1,No,Travel_Rarely,5,High,Low,Low,Medium,4,19,1,4,4,9,16,Married,No,2016-05-08
EMP10395,38,Male,PhD,Research & Development,Manager,3,25000,Very High,17,3,2,2,No,Non-Travel,1,Very High,Medium,Very High,High,3,14,1,3,4,4,20,Single,No,2021-12-03
EMP10396,42,Male,Bachelor's,Marketing,Marketing Executive,1,12091,High,10,2,2,1,No,Travel_Rarely,16,High,Low,Very High,High,3,22,1,4,0,2,8,Married,No,2010-08-26
EMP10397,57,Male,High School,It,Software Engineer,2,18821,Very High,32,3,3,3,Yes,Travel_Rarely,5,High,Medium,High,Medium,3,10,0,4,2,3,18,Single,Yes,2022-04-30
EMP10398,37,Male,High School,Research & Development,Laboratory Technician,1,15558,Very High,12,4,4,4,Yes,Travel_Rarely,24,Low,Very High,Very High,High,3,10,1,5,1,4,1,Married,No,2010-10-31
EMP10399,45,Female,Bachelor's,It,Software Engineer,1,25000,Very High,25,5,0,0,No,Travel_Rarely,8,Very High,High,Low,Medium,3,11,0,0,1,4,2,Divorced,No,2014-06-15
EMP10400,25,Male,Master's,It,IT Support,1,25000,Very High,7,7,0,0,No,Travel_Rarely,19,Medium,Low,Medium,Very High,3,16,0,0,3,5,15,Married,Yes,2025-03-21
EMP10401,23,Female,Bachelor's,Sales,Unknown,5,16837,Very High,0,0,0,0,No,Non-Travel,20,High,Medium,Medium,Medium,3,11,0,5,3,8,15,Divorced,No,2013-06-07
EMP10402,48,Male,High School,Marketing,Marketing Specialist,1,7513,Medium,24,9,1,7,No,Travel_Rarely,12,Very High,Medium,Medium,Very High,3,18,1,2,2,3,0,Single,No,2016-06-08
EMP10403,53,Female,Bachelor's,Research & Development,Laboratory Technician,4,18297,Very High,27,4,2,2,No,Travel_Rarely,8,High,High,High,Medium,4,15,0,0,0,6,18,Married,No,2012-07-15
EMP10404,36,Female,Bachelor's,It,Data Analyst,1,25000,Very High,4,2,2,2,Yes,Travel_Frequently,8,High,High,High,High,3,13,3,2,4,6,17,Married,No,2015-06-22
EMP10405,35,Female,Master's,Research & Development,Laboratory Technician,4,25000,Very High,8,5,5,5,No,Travel_Rarely,23,Medium,Low,High,Medium,3,21,0,2,3,5,9,Single,No,2013-12-13
EMP10406,21,Female,Bachelor's,It,IT Support,2,25000,Very High,0,0,0,0,No,Travel_Rarely,6,Low,High,Medium,Medium,3,22,1,5,0,0,16,Married,No,2021-08-30
EMP10407,53,Male,Bachelor's,Research & Development,Manager,1,19419,Very High,33,4,4,3,No,Travel_Rarely,20,High,Low,High,High,3,23,1,6,1,8,0,Married,No,2023-09-25
EMP10408,27,Female,Bachelor's,Sales,Sales Executive,2,12387,High,0,0,0,0,No,Travel_Frequently,26,Low,High,Medium,High,3,13,0,3,2,5,4,Married,No,2016-07-29
EMP10409,32,Male,Bachelor's,Marketing,Marketing Specialist,1,25000,Very High,8,1,1,1,No,Travel_Rarely,29,High,Medium,Low,Very High,4,12,0,6,4,2,3,Married,No,2017-07-12
EMP10410,27,Male,Master's,Sales,Manager,2,15132,Very High,1,1,1,0,No,Travel_Rarely,9,Low,Low,High,High,3,18,0,3,4,10,18,Single,No,2017-10-06
EMP10411,49,Male,Bachelor's,Research & Development,Research Scientist,2,25000,Very High,22,2,2,2,No,Travel_Rarely,2,Very High,Medium,Low,Medium,3,11,3,1,3,1,20,Married,No,2023-11-10
EMP10412,51,Female,Bachelor's,Marketing,Marketing Specialist,2,25000,Very High,27,6,1,2,No,Travel_Rarely,18,Low,Low,Very High,Very High,3,18,1,6,0,11,6,Single,Yes,2020-05-03
EMP10413,55,Male,Bachelor's,Marketing,Marketing Executive,2,16962,Very High,23,0,0,0,No,Travel_Rarely,1,High,Medium,Medium,High,3,25,3,0,4,11,7,Single,No,2012-05-10
EMP10414,49,Female,Bachelor's,Sales,HR Executive,3,16729,Very High,23,7,1,3,No,Travel_Rarely,11,High,Very High,High,Medium,3,12,1,5,1,2,18,Single,No,2023-07-05
EMP10415,20,Male,PhD,Human Resources,HR Executive,1,21124,Very High,0,0,0,0,No,Travel_Rarely,15,Medium,Medium,High,Very High,4,13,2,1,1,10,7,Single,No,2023-10-21
EMP10416,58,Female,Bachelor's,Research & Development,Research Scientist,4,19776,Very High,26,2,2,2,No,Travel_Rarely,12,Medium,High,Medium,Very High,3,18,1,5,2,0,8,Single,No,2013-07-02
EMP10417,36,Female,Master's,Sales,Sales Executive,4,25000,Very High,14,4,1,2,No,Travel_Rarely,3,Medium,High,High,Low,3,12,0,4,2,2,18,Single,Yes,2025-07-25
EMP10418,39,Male,Master's,Research & Development,Laboratory Technician,1,23954,Very High,18,1,1,0,No,Travel_Rarely,19,Medium,Medium,Medium,Low,3,15,1,2,1,4,17,Divorced,No,2011-04-26
EMP10419,43,Male,High School,Finance,Financial Analyst,1,15847,Very High,21,11,2,3,No,Travel_Rarely,20,Medium,Medium,Medium,Low,3,21,1,6,1,3,13,Married,No,2025-09-19
EMP10420,41,Female,PhD,It,Software Engineer,2,25000,Very High,14,0,0,0,Yes,Non-Travel,19,Medium,Very High,High,High,3,24,2,2,0,9,17,Married,No,2015-05-26
EMP10421,48,Male,Master's,It,Data Analyst,2,22521,Very High,17,3,0,0,No,Travel_Frequently,10,High,Low,Very High,High,3,14,2,3,4,0,4,Single,No,2012-05-10
EMP10422,41,Male,Master's,It,Data Analyst,1,25000,Very High,9,9,2,2,No,Non-Travel,16,Medium,Very High,Very High,High,3,15,3,4,0,4,0,Single,No,2010-04-18
EMP10423,28,Female,Bachelor's,Sales,Sales Executive,1,16752,Very High,0,0,0,0,Yes,Travel_Rarely,6,Very High,Very High,High,High,3,14,3,2,2,2,5,Single,No,2025-12-08
EMP10424,56,Male,Bachelor's,Research & Development,Laboratory Technician,2,25000,Very High,33,2,1,0,No,Travel_Rarely,9,High,Very High,High,Medium,3,22,0,2,2,9,6,Married,No,2020-09-18
EMP10425,29,Male,Bachelor's,Sales,Manager,2,25000,Very High,10,3,2,3,No,Travel_Rarely,8,Medium,Medium,High,Medium,4,23,3,4,2,10,4,Married,No,2023-12-06
EMP10426,55,Male,High School,Research & Development,Research Director,1,9411,High,30,6,2,3,No,Travel_Rarely,22,Medium,High,High,Very High,3,20,3,4,4,6,7,Single,No,2015-07-05
EMP10427,56,Male,Master's,Research & Development,Research Scientist,4,25000,Very High,34,18,6,3,No,Travel_Rarely,16,Very High,High,Very High,Very High,3,12,2,2,3,9,5,Married,No,2015-09-08
EMP10428,47,Male,Master's,It,IT Support,2,25000,Very High,25,11,3,6,No,Travel_Rarely,8,Low,Low,High,Medium,3,11,0,4,2,10,0,Single,No,2015-12-03
EMP10429,47,Male,Bachelor's,Research & Development,Manager,2,18421,Very High,21,2,0,0,Yes,Travel_Rarely,24,High,High,Very High,Medium,4,19,0,0,2,7,11,Married,No,2011-07-01
EMP10430,40,Male,Master's,Sales,Sales Representative,2,13413,High,10,10,6,0,No,Travel_Rarely,26,High,Very High,Very High,Medium,3,22,3,4,0,4,4,Divorced,No,2017-11-02
EMP10431,43,Male,Master's,Sales,Manager,1,25000,Very High,16,0,0,0,Yes,Travel_Rarely,22,Low,Very High,Very High,Low,4,18,0,1,0,9,4,Single,Yes,2015-05-31
EMP10432,59,Female,Bachelor's,It,Data Analyst,2,22903,Very High,34,0,0,0,Yes,Travel_Rarely,18,High,Medium,Medium,Medium,3,13,0,1,3,7,14,Married,No,2017-05-10
EMP10433,21,Female,Bachelor's,Human Resources,Manager,1,25000,Very High,0,0,0,0,No,Travel_Rarely,5,Medium,Medium,Medium,Medium,3,19,2,2,3,5,16,Married,No,2020-08-21
EMP10434,27,Female,Bachelor's,Sales,Manager,1,24010,Very High,0,0,0,0,No,Travel_Rarely,20,Medium,Medium,High,Medium,4,21,3,2,3,5,4,Married,No,2015-10-20
EMP10435,46,Male,Master's,Sales,Manager,1,25000,Very High,24,0,0,0,No,Non-Travel,12,High,Medium,Low,High,3,15,0,3,3,4,18,Divorced,No,2011-01-29
EMP10436,41,Male,Master's,Finance,Financial Analyst,1,25000,Very High,10,1,1,1,No,Travel_Rarely,6,High,Medium,Medium,Very High,3,25,3,4,0,10,9,Single,No,2015-01-12
EMP10437,56,Female,High School,Sales,Sales Executive,2,25000,Very High,31,3,3,3,No,Travel_Rarely,2,Very High,High,Very High,Very High,3,18,3,6,2,9,2,Single,Yes,2017-04-10
EMP10438,46,Female,Bachelor's,It,Software Engineer,2,13734,High,18,7,7,1,No,Travel_Frequently,4,High,High,High,High,3,14,0,1,0,5,10,Single,Yes,2022-09-08
EMP10439,48,Male,Master's,Finance,Accountant,1,25000,Very High,18,5,2,1,No,Travel_Rarely,16,High,Very High,Medium,High,3,16,1,3,1,0,7,Single,No,2024-07-01
EMP10440,22,Male,Master's,Sales,Sales Executive,1,25000,Very High,0,0,0,0,Yes,Travel_Rarely,29,High,Medium,High,High,3,21,0,2,1,7,12,Single,Yes,2010-06-25
EMP10441,32,Male,Bachelor's,Sales,Manager,3,25000,Very High,11,3,0,3,Yes,Travel_Rarely,24,Low,High,Medium,Medium,3,23,1,6,2,4,5,Married,Yes,2023-01-18
EMP10442,29,Female,Bachelor's,Marketing,Marketing Specialist,1,13285,High,4,4,0,1,No,Travel_Rarely,14,High,High,High,High,3,25,2,5,3,7,2,Single,No,2021-10-29
EMP10443,55,Male,Master's,Research & Development,Manager,1,24570,Very High,32,8,2,2,Yes,Travel_Rarely,17,High,Very High,Very High,Medium,3,14,3,5,2,2,18,Single,No,2019-08-27
EMP10444,28,Female,Bachelor's,Research & Development,Laboratory Technician,2,8630,High,2,2,2,2,No,Travel_Rarely,19,Low,Very High,High,Low,3,24,1,0,1,9,6,Single,No,2011-04-29
EMP10445,46,Female,Bachelor's,It,Manager,3,25000,Very High,23,20,0,1,No,Travel_Rarely,4,High,High,Medium,High,3,21,3,4,2,5,1,Single,No,2021-07-22
EMP10446,53,Female,Master's,Marketing,Marketing Executive,3,17211,Very High,20,6,2,3,Yes,Travel_Frequently,18,Low,Very High,Medium,Medium,4,18,2,3,3,0,18,Married,No,2022-08-20
EMP10447,20,Female,High School,Marketing,Marketing Specialist,3,25000,Very High,0,0,0,0,No,Travel_Rarely,12,High,Medium,Medium,Very High,3,11,2,0,0,0,12,Married,No,2010-11-08
EMP10448,51,Male,Master's,It,IT Support,1,15544,Very High,26,0,0,0,Yes,Travel_Rarely,2,High,Very High,Low,Very High,3,12,1,6,3,3,10,Married,No,2024-10-19
EMP10449,44,Female,Bachelor's,Research & Development,Manager,3,10300,High,16,1,1,1,No,Travel_Rarely,6,Very High,High,High,Medium,3,14,2,6,0,11,8,Single,No,2023-03-19
EMP10450,48,Female,High School,Sales,Sales Representative,1,17817,Very High,25,7,4,0,No,Travel_Rarely,6,Medium,Medium,High,Low,3,11,3,6,1,9,18,Married,No,2024-08-11
EMP10451,26,Female,Bachelor's,It,Software Engineer,1,9055,High,0,0,0,0,No,Travel_Frequently,3,High,Very High,Medium,Low,3,21,2,5,4,5,18,Single,No,2025-02-27
EMP10452,22,Female,High School,Research & Development,Laboratory Technician,2,25000,Very High,0,0,0,0,Yes,Travel_Rarely,8,Medium,Medium,Medium,Very High,3,23,2,2,2,2,20,Single,No,2013-04-08
EMP10453,39,Female,High School,Research & Development,Manager,2,8697,High,10,0,0,0,No,Travel_Frequently,12,High,Very High,Medium,Medium,3,15,1,1,4,10,13,Married,No,2011-06-02
EMP10454,39,Male,Master's,Marketing,Marketing Executive,1,22310,Very High,17,13,5,2,Yes,Travel_Rarely,3,High,High,Very High,High,4,19,2,3,3,10,11,Married,No,2010-09-21
EMP10455,49,Male,Bachelor's,Sales,Manager,1,8647,High,24,2,2,1,No,Travel_Frequently,2,High,High,Medium,Low,3,12,0,3,0,11,0,Single,No,2023-07-08
EMP10456,54,Female,PhD,Research & Development,Research Director,3,19070,Very High,31,12,12,1,No,Travel_Rarely,21,High,Low,Medium,Medium,4,14,3,2,3,11,0,Married,No,2020-02-29
EMP10457,54,Male,Bachelor's,Sales,Sales Executive,3,25000,Very High,24,14,5,3,No,Travel_Rarely,29,Very High,Low,Low,High,3,14,1,2,3,4,16,Divorced,No,2022-10-27
EMP10458,58,Male,Bachelor's,Research & Development,Research Scientist,2,25000,Very High,28,0,0,0,No,Travel_Frequently,23,Low,Very High,High,High,3,19,0,1,1,9,3,Married,No,2010-08-04
EMP10459,46,Male,Unknown,Sales,Sales Representative,2,14934,High,17,3,1,2,No,Travel_Frequently,1,Medium,Medium,Medium,High,3,25,1,1,3,10,12,Single,No,2017-02-12
EMP10460,45,Female,Master's,Sales,Manager,3,21719,Very High,18,0,0,0,Yes,Travel_Rarely,18,High,Very High,High,High,3,17,0,1,2,3,10,Single,No,2017-07-06
EMP10461,33,Male,Bachelor's,Sales,Sales Representative,3,22206,Very High,16,12,3,2,No,Non-Travel,18,Medium,High,High,High,3,18,2,0,1,9,17,Single,No,2022-11-01
EMP10462,36,Female,Bachelor's,Human Resources,Manager,2,25000,Very High,11,4,3,0,No,Travel_Rarely,8,Medium,High,Low,High,3,13,0,0,4,11,11,Married,No,2014-12-14
EMP10463,37,Male,Master's,Finance,Finance Manager,1,11907,High,7,0,0,0,Yes,Travel_Rarely,26,High,High,Low,Very High,4,19,0,2,3,2,18,Divorced,No,2022-02-26
EMP10464,48,Male,Bachelor's,Human Resources,HR Specialist,1,25000,Very High,24,1,1,1,No,Travel_Rarely,22,Medium,Low,Very High,High,3,10,0,6,4,8,19,Single,No,2013-02-01
EMP10465,39,Male,High School,Marketing,Manager,2,6523,Medium,10,2,2,2,No,Travel_Frequently,14,Medium,Medium,High,High,3,14,3,6,2,3,0,Single,No,2016-12-30
EMP10466,46,Male,Bachelor's,Research & Development,Laboratory Technician,1,16590,Very High,16,14,5,2,No,Non-Travel,29,High,High,Medium,High,3,13,1,3,2,9,17,Divorced,No,2016-06-19
EMP10467,37,Female,Master's,Sales,Manager,1,17682,Very High,16,6,4,5,No,Travel_Rarely,13,Medium,Very High,Medium,Medium,3,14,2,0,2,6,1,Married,No,2015-06-05
EMP10468,23,Female,Bachelor's,It,Software Engineer,2,25000,Very High,0,0,0,0,No,Travel_Rarely,15,Low,High,Medium,Very High,3,20,2,2,4,4,10,Married,No,2010-12-13
EMP10469,20,Female,Master's,Sales,Sales Representative,1,22252,Very High,0,0,0,0,No,Travel_Rarely,15,Low,Medium,High,Medium,3,23,3,5,4,6,14,Married,No,2011-10-12
EMP10470,20,Male,Master's,Marketing,Manager,3,11702,High,0,0,0,0,No,Travel_Rarely,13,Very High,Very High,Very High,Medium,4,24,3,5,0,4,14,Single,No,2022-10-01
EMP10471,45,Male,Master's,Sales,Manager,1,14140,High,13,13,0,1,No,Travel_Rarely,4,Very High,High,High,High,3,18,3,0,1,2,5,Married,No,2017-06-10
EMP10472,39,Male,Bachelor's,Marketing,Marketing Specialist,2,24086,Very High,10,0,0,0,No,Travel_Rarely,4,High,High,Low,Medium,3,17,0,1,3,5,3,Single,No,2010-09-22
EMP10473,42,Male,PhD,Sales,Manager,3,21257,Very High,17,15,5,3,No,Travel_Rarely,5,Medium,High,High,High,3,20,3,5,1,8,11,Married,No,2018-11-20
EMP10474,29,Male,Bachelor's,It,IT Support,2,16973,Very High,0,0,0,0,No,Travel_Rarely,3,Very High,High,Very High,Medium,3,20,3,2,2,11,10,Divorced,No,2011-01-13
EMP10475,30,Female,Bachelor's,Research & Development,Laboratory Technician,2,17741,Very High,2,0,0,0,No,Travel_Rarely,12,High,High,Medium,Very High,3,20,0,5,3,5,7,Single,No,2018-01-20
EMP10476,60,Male,Bachelor's,Marketing,Marketing Executive,2,25000,Very High,36,6,2,6,Yes,Travel_Rarely,15,High,High,Very High,Very High,4,17,1,1,0,3,1,Single,No,2020-05-03
EMP10477,60,Male,Master's,Sales,Sales Executive,3,17449,Very High,37,20,4,7,No,Travel_Rarely,20,High,Medium,High,High,3,17,3,4,1,0,15,Divorced,No,2020-06-07
EMP10478,24,Female,High School,Research & Development,Research Scientist,5,21170,Very High,0,0,0,0,No,Travel_Rarely,12,Medium,High,Medium,High,3,10,3,5,2,2,1,Single,No,2018-10-05
EMP10479,20,Male,High School,Marketing,Marketing Specialist,2,25000,Very High,0,0,0,0,No,Travel_Rarely,20,Medium,Medium,Medium,Low,3,21,0,3,3,2,20,Single,No,2015-09-06
EMP10480,36,Female,Master's,Research & Development,Laboratory Technician,3,11607,High,11,1,0,1,Yes,Travel_Rarely,7,Medium,High,Medium,Very High,3,16,0,1,3,1,3,Single,Yes,2018-08-22
