EmployeeID,Age,Gender,Education,Department,JobRole,JobLevel,MonthlyIncome,SalarySlab,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrentManager,OverTime,BusinessTravel,DistanceFromHome,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,PercentSalaryHike,StockOptionLevel,TrainingTimesLastYear,NumCompaniesWorked,SickLeaveDays,AbsentDays,MaritalStatus,Attrition,JoiningDate,EmployeeNumber
EMP10661,35,Female,Master's,Research & Development,Manager,2,14136.0,High,8,8.0,0,1,No,Travel_Rarely,27.0,Low,Low,High,High,3,25,3,6,3,1,15,Single,No,13-10-2013,877002
EMP10662,27,Male,Bachelor's,Marketing,Marketing Specialist,2,14237.0,High,6,2.0,2,1,No,Non-Travel,12.0,High,High,Very High,Very High,3,14,1,6,2,0,19,Married,No,21-04-2014,231219
EMP10663,52,Male,PhD,Human Resources,HR Executive,3,23150.0,Very High,30,0.0,0,0,Yes,Travel_Frequently,28.0,High,High,Medium,Medium,3,25,3,2,2,6,20,Single,Yes,28-11-2010,262766
EMP10664,31,Male,Bachelor's,Sales,Sales Representative,1,16617.0,Very High,1,1.0,1,1,Yes,Non-Travel,30.0,Low,High,High,High,3,18,3,4,1,10,13,Married,No,20-01-2020,595028
EMP10665,30,Male,Bachelor's,Sales,Sales Representative,2,25000.0,Very High,3,3.0,1,1,No,Travel_Rarely,25.0,Medium,Medium,Very High,High,3,12,3,2,4,5,8,Single,No,13-06-2024,382220
EMP10666,24,Male,Bachelor's,Sales,Sales Representative,3,6096.0,Medium,3,3.0,3,0,No,Travel_Rarely,11.0,High,High,Medium,High,3,15,2,2,2,4,15,Married,No,14-08-2020,433359
EMP10667,46,Male,Master's,Sales,Sales Executive,1,14979.0,High,15,15.0,0,3,No,Travel_Rarely,6.0,Very High,High,High,Low,4,22,0,3,1,4,8,Married,No,03-09-2023,925303
EMP10668,31,Female,Bachelor's,Sales,Manager,4,13270.0,High,4,4.0,1,4,No,Travel_Rarely,27.0,High,Very High,High,Low,3,11,2,4,1,9,5,Married,No,28-10-2013,560045
EMP10669,36,Female,Master's,Sales,Sales Executive,2,19627.0,Very High,5,2.0,2,2,No,Non-Travel,24.0,High,Medium,Very High,Very High,3,12,0,5,1,2,5,Divorced,No,11-10-2013,960149
EMP10670,25,Male,Master's,Sales,Sales Representative,2,17290.0,Very High,0,0.0,0,0,No,Travel_Rarely,25.0,Medium,Low,Low,High,3,11,3,6,4,10,17,Married,Yes,28-12-2011,346175
EMP10671,52,Female,Master's,Sales,Sales Representative,2,25000.0,Very High,31,0.0,0,0,No,Travel_Frequently,11.0,Medium,Very High,Medium,High,3,21,0,1,4,11,18,Single,No,06-08-2013,565730
EMP10672,24,Male,High School,IT,IT Support,2,9540.0,High,0,0.0,0,0,No,Travel_Rarely,11.0,Low,Medium,Medium,High,4,11,2,5,1,4,16,Single,No,21-11-2016,692905
EMP10673,47,Female,Master's,Sales,Manager,3,22482.0,Very High,24,4.0,1,4,No,Travel_Rarely,14.0,Medium,Medium,Very High,Low,3,14,0,5,0,11,3,Married,No,05-11-2013,123961
EMP10674,33,Male,Bachelor's,Research & Development,Research Director,2,25000.0,Very High,10,9.0,1,0,No,Non-Travel,16.0,Low,Very High,Medium,High,3,19,0,5,4,5,20,Married,No,16-10-2020,385918
EMP10675,24,Female,Bachelor's,Research & Development,Laboratory Technician,4,25000.0,Very High,3,3.0,3,3,Yes,Travel_Frequently,2.0,Medium,Medium,High,High,3,13,0,6,4,10,18,Single,Yes,06-10-2019,856553
EMP10676,52,Female,Bachelor's,Marketing,Marketing Specialist,2,17733.0,Very High,24,12.0,7,1,No,Non-Travel,2.0,Medium,Medium,High,High,3,20,3,2,0,6,20,Married,No,13-10-2018,699616
EMP10677,60,Male,Master's,Sales,Manager,2,25000.0,Very High,32,5.0,1,0,No,Travel_Frequently,5.0,Medium,Low,High,Medium,3,13,0,2,4,6,10,Single,No,18-08-2020,191312
EMP10678,38,Female,Bachelor's,Research & Development,Manager,5,9782.0,High,7,7.0,0,2,No,Travel_Rarely,14.0,Low,Medium,Medium,Very High,3,22,3,4,4,9,20,Married,No,21-11-2024,368831
EMP10679,41,Male,Bachelor's,Marketing,Marketing Executive,1,7507.0,Medium,16,1.0,0,1,No,Travel_Rarely,21.0,High,High,Low,Medium,4,17,3,4,2,9,10,Single,No,06-02-2012,683506
EMP10680,24,Female,Bachelor's,IT,Software Engineer,3,25000.0,Very High,1,1.0,1,1,No,Non-Travel,28.0,High,Medium,Low,Medium,3,23,1,5,0,7,10,Divorced,No,06-01-2011,481504
EMP10681,21,Male,Bachelor's,IT,Data Analyst,1,21971.0,Very High,0,0.0,0,0,No,Travel_Rarely,10.0,Low,High,Very High,High,4,15,0,3,2,4,18,Married,No,11-05-2012,758457
EMP10682,49,Male,High School,Sales,Manager,3,25000.0,Very High,28,1.0,1,1,Yes,Travel_Rarely,10.0,Very High,High,High,High,3,25,3,0,0,3,7,Single,No,26-07-2020,430948
EMP10683,58,Female,Bachelor's,Sales,Sales Representative,2,11872.0,High,34,1.0,1,1,Yes,Travel_Rarely,18.0,Low,Very High,Very High,High,4,19,0,5,0,11,15,Single,No,18-04-2013,879673
EMP10684,23,Male,Bachelor's,Finance,Accountant,4,25000.0,Very High,1,1.0,1,0,No,Travel_Rarely,26.0,Very High,Medium,High,High,4,11,0,5,0,6,20,Single,No,19-08-2011,104837
EMP10685,52,Male,Bachelor's,Marketing,Manager,3,25000.0,Very High,28,0.0,0,0,No,Travel_Rarely,20.0,Low,High,Medium,High,4,22,2,6,4,1,7,Married,No,24-03-2012,504957
EMP10686,32,Male,Master's,Research & Development,Laboratory Technician,1,25000.0,Very High,1,1.0,0,1,No,Travel_Frequently,9.0,Very High,Very High,Medium,Medium,3,10,1,6,1,7,8,Single,No,11-04-2022,991275
EMP10687,39,Female,Bachelor's,Human Resources,Manager,1,24946.0,Very High,15,2.0,2,2,No,Travel_Rarely,4.0,Low,High,Low,Very High,3,14,0,0,3,3,11,Married,No,27-08-2016,681091
EMP10688,26,Male,Bachelor's,Sales,Sales Representative,2,22111.0,Very High,0,0.0,0,0,Yes,Travel_Rarely,17.0,High,Medium,High,Medium,3,24,0,6,1,9,11,Single,No,14-05-2015,356937
EMP10689,34,Male,Bachelor's,IT,Manager,2,10863.0,High,10,9.0,1,2,Yes,Travel_Frequently,21.0,Medium,Medium,High,Low,3,16,3,0,4,0,1,Married,No,21-12-2015,488918
EMP10690,42,Female,Master's,Sales,Sales Executive,1,25000.0,Very High,12,2.0,2,2,No,Travel_Rarely,2.0,High,Low,High,Medium,4,14,3,2,4,1,5,Married,No,06-01-2023,253782
EMP10691,33,Male,High School,Research & Development,Manager,1,16733.0,Very High,0,0.0,0,0,No,Travel_Frequently,14.0,Medium,High,Very High,High,3,25,2,3,3,0,3,Single,No,04-01-2014,312568
EMP10692,42,Male,Bachelor's,Research & Development,Research Scientist,2,25000.0,Very High,13,13.0,0,3,No,Travel_Rarely,22.0,Low,Low,High,Medium,4,21,1,6,4,4,12,Single,No,04-09-2013,946087
EMP10693,38,Male,Bachelor's,Research & Development,Manager,1,10901.0,High,10,8.0,1,2,No,Non-Travel,1.0,High,Very High,Very High,Medium,3,13,1,0,0,0,3,Single,No,15-02-2019,697963
EMP10694,48,Male,PhD,Sales,Sales Executive,3,12955.0,High,27,11.0,3,5,No,Travel_Rarely,23.0,Low,Very High,Low,High,3,14,1,5,2,10,8,Married,No,30-07-2016,421212
EMP10695,39,Male,Bachelor's,Sales,Sales Representative,3,25000.0,Very High,18,3.0,2,3,Yes,Travel_Rarely,7.0,Very High,Low,Very High,Medium,3,20,0,4,2,11,6,Divorced,Yes,05-02-2019,143034
EMP10696,48,Female,Bachelor's,Human Resources,HR Executive,3,18840.0,Very High,30,1.0,1,0,No,Travel_Frequently,4.0,Low,Medium,High,Low,3,19,1,6,0,8,5,Married,No,14-11-2019,624795
EMP10697,43,Male,Bachelor's,Sales,Sales Executive,1,25000.0,Very High,14,3.0,1,2,No,Travel_Frequently,9.0,Medium,Very High,Medium,Medium,3,17,2,5,1,10,17,Single,No,13-04-2017,556651
EMP10698,37,Male,Bachelor's,Human Resources,HR Specialist,1,21265.0,Very High,8,6.0,3,4,No,Travel_Rarely,3.0,High,High,High,High,3,14,2,6,2,10,14,Single,No,01-03-2019,837982
EMP10699,29,Male,Bachelor's,Sales,Sales Representative,2,9616.0,High,7,1.0,1,0,No,Non-Travel,5.0,Medium,High,Very High,Very High,3,18,0,2,0,3,15,Single,No,03-06-2017,171807
EMP10700,60,Male,Master's,Research & Development,Research Scientist,5,25000.0,Very High,37,2.0,1,2,Yes,Travel_Rarely,21.0,Medium,High,High,Medium,3,19,0,2,1,9,0,Single,No,21-11-2010,537663
EMP10701,27,Female,Bachelor's,Research & Development,Research Scientist,1,16891.0,Very High,0,0.0,0,0,Yes,Non-Travel,24.0,High,Medium,Low,High,3,16,0,5,2,2,9,Single,No,10-11-2025,846299
EMP10702,45,Male,Master's,Sales,Sales Executive,1,25000.0,Very High,21,3.0,3,2,No,Travel_Rarely,10.0,High,Very High,Very High,Very High,4,20,3,6,0,8,3,Single,No,08-04-2015,434242
EMP10703,48,Male,Bachelor's,Research & Development,Research Director,1,22278.0,Very High,21,9.0,0,8,No,Travel_Rarely,10.0,Very High,High,High,Medium,3,22,0,4,2,3,3,Single,No,29-04-2018,507183
EMP10704,29,Male,Bachelor's,Sales,Sales Representative,2,10999.0,High,3,0.0,0,0,No,Travel_Rarely,4.0,Medium,Medium,High,Very High,3,23,2,3,2,0,17,Single,No,05-04-2016,398403
EMP10705,36,Female,Bachelor's,Sales,Sales Representative,2,23717.0,Very High,13,6.0,1,2,Yes,Travel_Rarely,17.0,High,Low,Low,Very High,4,20,0,3,2,1,12,Married,No,24-11-2012,798013
EMP10706,21,Male,Bachelor's,Marketing,Marketing Specialist,1,25000.0,Very High,0,0.0,0,0,No,Travel_Rarely,27.0,Medium,Very High,Low,Medium,3,23,3,0,3,3,0,Married,Yes,11-11-2010,654212
EMP10707,25,Male,Master's,Research & Development,Laboratory Technician,2,25000.0,Very High,0,0.0,0,0,No,Travel_Rarely,21.0,Medium,High,High,Low,3,11,0,4,1,10,19,Single,No,27-04-2014,860351
EMP10708,24,Female,Bachelor's,IT,Software Engineer,2,21464.0,Very High,0,0.0,0,0,Yes,Travel_Rarely,17.0,High,Low,High,Very High,4,18,3,1,2,0,9,Single,Yes,01-10-2011,725742
EMP10709,47,Male,Master's,Sales,Sales Representative,2,25000.0,Very High,22,18.0,4,2,Yes,Travel_Rarely,19.0,Medium,Low,Very High,Medium,3,11,3,3,0,5,20,Married,No,23-12-2010,522676
EMP10710,60,Female,Master's,Finance,Accountant,2,24217.0,Very High,29,16.0,3,1,No,Travel_Rarely,6.0,Medium,Low,High,Low,3,15,3,0,3,6,0,Single,No,24-10-2010,496343
EMP10711,24,Female,Bachelor's,IT,Data Analyst,3,24204.0,Very High,0,0.0,0,0,No,Travel_Frequently,1.0,Medium,Very High,Very High,High,3,23,0,2,4,0,1,Single,No,12-02-2015,823804
EMP10712,37,Male,Master's,Human Resources,HR Executive,2,13477.0,High,13,1.0,0,1,No,Travel_Rarely,26.0,High,High,Medium,Low,3,17,0,3,4,5,8,Single,No,18-03-2024,309973
EMP10713,45,Male,High School,Research & Development,Research Scientist,2,24471.0,Very High,18,1.0,1,1,Yes,Travel_Frequently,14.0,Very High,High,Medium,Very High,3,11,2,1,1,2,0,Single,No,09-04-2011,549949
EMP10714,39,Female,Bachelor's,Research & Development,Laboratory Technician,3,25000.0,Very High,19,6.0,1,3,Yes,Non-Travel,30.0,High,Very High,Medium,Medium,3,15,1,2,0,6,14,Single,No,09-09-2021,959608
EMP10715,60,Female,Master's,Research & Development,Research Scientist,4,15120.0,Very High,32,6.0,3,2,No,Travel_Rarely,13.0,Medium,High,Medium,Medium,3,14,0,2,3,10,14,Married,No,22-11-2024,474291
EMP10716,46,Female,Bachelor's,Marketing,Marketing Executive,2,25000.0,Very High,21,6.0,6,2,No,Non-Travel,3.0,High,High,High,High,3,24,2,6,0,1,1,Single,No,07-08-2019,857982
EMP10717,31,Male,High School,IT,Manager,1,21136.0,Very High,6,2.0,2,1,Yes,Travel_Rarely,23.0,High,Very High,High,High,3,16,1,4,3,1,11,Single,No,04-11-2025,174880
EMP10718,26,Male,Master's,Marketing,Marketing Executive,3,14772.0,High,1,1.0,1,1,No,Travel_Rarely,2.0,Low,Low,Medium,Very High,3,19,2,4,3,10,17,Married,No,02-08-2010,385001
EMP10719,22,Female,PhD,Sales,Manager,1,25000.0,Very High,0,0.0,0,0,Yes,Travel_Rarely,22.0,Low,Very High,Low,High,3,22,1,5,4,3,9,Single,Yes,13-07-2017,802097
EMP10720,29,Male,Bachelor's,Finance,Finance Manager,4,19360.0,Very High,0,0.0,0,0,Yes,Travel_Rarely,7.0,Low,Medium,Low,Very High,3,14,2,3,1,10,12,Single,No,25-06-2014,795152
EMP10721,53,Female,Master's,Marketing,Marketing Executive,1,25000.0,Very High,21,7.0,3,3,Yes,Travel_Frequently,28.0,Medium,High,Medium,High,3,23,0,1,1,7,8,Married,No,08-12-2011,564611
EMP10722,44,Male,,Sales,Sales Representative,4,19316.0,Very High,13,3.0,3,0,Yes,Travel_Rarely,12.0,High,Medium,High,High,3,23,1,4,0,2,2,Married,No,12-01-2016,552024
EMP10723,54,Female,PhD,Sales,Sales Representative,2,21441.0,Very High,24,2.0,2,2,No,Travel_Rarely,2.0,Medium,Very High,Medium,Medium,3,24,3,0,3,7,7,Married,No,07-01-2010,706010
EMP10724,35,Male,Bachelor's,Finance,Finance Manager,3,25000.0,Very High,9,2.0,0,2,No,Travel_Frequently,11.0,Medium,High,Very High,Very High,3,24,2,2,3,6,13,Single,No,11-05-2018,295455
EMP10725,21,Male,Master's,Human Resources,Manager,2,25000.0,Very High,0,0.0,0,0,No,Travel_Rarely,16.0,Very High,Low,High,High,4,12,0,0,2,4,15,Single,No,30-09-2018,253589
EMP10726,43,Female,High School,IT,Manager,5,8973.0,High,22,2.0,2,2,Yes,Travel_Rarely,27.0,High,Medium,Very High,Low,3,15,0,2,1,11,5,Married,Yes,20-12-2014,892703
EMP10727,29,Male,Master's,Sales,Sales Representative,1,13299.0,High,6,0.0,0,0,Yes,Travel_Rarely,5.0,High,Medium,Medium,Low,3,16,1,0,3,3,8,Single,No,23-08-2019,353068
EMP10728,57,Male,Master's,IT,Manager,1,25000.0,Very High,30,2.0,1,1,No,Non-Travel,26.0,Medium,High,Very High,Very High,3,10,2,2,0,9,20,Married,No,05-04-2020,394687
EMP10729,41,Male,Bachelor's,Sales,Sales Representative,1,20755.0,Very High,10,0.0,0,0,No,Travel_Frequently,28.0,Low,High,High,High,3,17,0,4,4,9,3,Single,No,02-09-2020,196253
EMP10730,45,Female,Bachelor's,Sales,Sales Executive,4,17402.0,Very High,12,1.0,1,1,No,Travel_Rarely,26.0,Low,Very High,Medium,Medium,3,17,3,0,4,1,18,Single,No,24-08-2022,401053
EMP10731,58,Female,Master's,Sales,Sales Executive,2,11952.0,High,29,7.0,0,3,No,Travel_Rarely,17.0,Low,High,Medium,High,3,25,2,3,1,8,14,Single,No,04-12-2014,505973
EMP10732,46,Male,Master's,IT,Manager,2,13550.0,High,24,2.0,0,0,No,Travel_Rarely,3.0,Medium,High,Very High,Very High,4,22,0,3,1,3,10,Married,Yes,13-04-2012,327909
EMP10733,48,Male,Bachelor's,Finance,Accountant,2,8868.0,High,23,6.0,5,0,Yes,Travel_Rarely,14.0,High,High,Medium,Low,3,13,0,1,2,4,20,Married,No,11-04-2018,470848
EMP10734,57,Male,Bachelor's,Research & Development,Laboratory Technician,3,21045.0,Very High,36,6.0,1,0,No,Travel_Frequently,16.0,Low,Medium,Low,Medium,3,23,3,1,1,1,9,Married,Yes,14-08-2023,912480
EMP10735,39,Female,Master's,Research & Development,Manager,2,16826.0,Very High,10,4.0,1,1,No,Travel_Rarely,17.0,Low,Very High,Medium,High,4,23,0,6,3,1,7,Married,No,12-07-2011,866466
EMP10736,46,Male,Bachelor's,IT,Manager,2,14257.0,High,25,16.0,5,0,No,Travel_Rarely,28.0,Medium,Low,Medium,Low,3,25,1,5,3,1,2,Single,No,08-02-2022,242724
EMP10737,60,Male,High School,Research & Development,Research Director,3,21361.0,Very High,39,0.0,0,0,No,Non-Travel,19.0,High,Medium,Medium,Medium,4,17,2,1,3,9,18,Divorced,No,25-11-2014,482938
EMP10738,39,Male,Master's,IT,IT Support,3,25000.0,Very High,12,7.0,3,1,No,Travel_Frequently,4.0,High,High,High,Medium,3,12,1,0,3,1,3,Single,No,12-05-2018,528555
EMP10739,38,Male,Bachelor's,Research & Development,Manager,1,25000.0,Very High,9,9.0,2,4,Yes,Travel_Rarely,28.0,High,Very High,High,High,3,22,1,2,2,8,12,Single,No,08-11-2017,799680
EMP10740,39,Female,Bachelor's,Research & Development,Research Director,1,11155.0,High,9,9.0,3,0,No,Travel_Rarely,28.0,Medium,High,High,Low,3,24,3,5,1,11,8,Single,No,28-07-2023,275592
EMP10741,54,Male,Bachelor's,Research & Development,Laboratory Technician,1,25000.0,Very High,29,1.0,1,1,Yes,Travel_Rarely,21.0,Medium,Very High,Medium,Low,3,14,1,1,1,4,20,Divorced,No,06-08-2018,772794
EMP10742,21,Male,Master's,Research & Development,Research Scientist,2,,Very High,1,1.0,1,1,NO,Travel_Rarely,20.0,Low,Low,Low,Low,3,12,1,4,1,10,19,Single,No,18-02-2017,100368
EMP10743,49,Male,Bachelor's,Finance,Accountant,2,15513.0,Very High,30,1.0,1,1,No,Travel_Rarely,,Medium,High,Medium,Medium,3,11,1,3,2,5,12,Married,No,02-06-2023,462364
EMP10744,53,Female,Master's,Research & Development,Manager,2,24136.0,Very High,23,5.0,1,0,No,Travel_Rarely,25.0,Very High,Medium,High,Medium,3,14,0,3,2,3,8,Single,No,04-06-2010,129708
EMP10745,41,Male,Master's,Sales,Sales Executive,4,17927.0,Very High,21,6.0,0,6,No,Travel_Frequently,25.0,Very High,High,Low,Medium,3,17,3,4,3,1,19,Married,Yes,28-02-2021,943117
EMP10746,22,Male,High School,IT,IT Support,1,23946.0,Very High,0,0.0,0,0,No,Non-Travel,9.0,High,Medium,High,Medium,3,18,0,3,2,2,18,Single,No,07-07-2010,704282
EMP10747,25,Male,Master's,Research & Development,Research Director,3,25000.0,Very High,4,4.0,2,4,Yes,Travel_Rarely,11.0,Very High,High,Medium,Medium,3,14,0,0,2,2,15,Married,No,27-08-2015,571754
EMP10748,34,Female,Bachelor's,Research & Development,Research Scientist,2,25000.0,Very High,9,6.0,0,1,No,Travel_Rarely,5.0,High,Low,High,Low,3,12,1,6,0,10,17,Single,Yes,11-05-2017,686442
EMP10749,46,Female,Master's,Marketing,Marketing Executive,1,25000.0,Very High,22,3.0,1,3,Yes,Travel_Rarely,11.0,Low,Medium,High,High,3,21,0,4,3,10,18,Single,No,06-10-2013,907587
EMP10750,29,Male,Bachelor's,Human Resources,HR Executive,2,18149.0,Very High,7,7.0,1,1,No,Non-Travel,13.0,Very High,Low,Low,Very High,3,12,0,6,3,9,16,Married,No,29-09-2025,668680
EMP10751,28,Male,Master's,Sales,Sales Representative,4,11296.0,High,3,3.0,1,3,No,Travel_Frequently,21.0,Low,Medium,High,High,3,17,0,0,0,7,11,Single,No,18-02-2020,514905
EMP10752,52,Male,Bachelor's,Marketing,Manager,1,20054.0,Very High,30,0.0,0,0,Yes,Travel_Rarely,2.0,High,Low,High,High,3,12,1,5,1,7,10,Single,No,14-06-2012,158801
EMP10753,51,Female,High School,Human Resources,HR Executive,2,25000.0,Very High,19,5.0,3,0,Yes,Travel_Rarely,22.0,Medium,Medium,High,Very High,3,25,2,6,0,5,16,Single,No,26-11-2020,274713
EMP10754,25,Male,PhD,Research & Development,Laboratory Technician,1,11079.0,High,6,1.0,0,1,No,Travel_Frequently,2.0,Medium,Medium,Very High,Medium,3,18,2,3,0,10,5,Married,No,10-09-2023,267602
EMP10755,60,Female,High School,Sales,Sales Representative,1,13701.0,High,34,4.0,1,2,No,Travel_Rarely,10.0,High,Medium,Low,High,4,19,0,4,0,9,14,Single,No,07-08-2021,491811
EMP10756,55,Female,Master's,IT,IT Support,2,23314.0,Very High,25,16.0,0,0,No,Travel_Rarely,13.0,Medium,Low,High,High,3,25,1,4,2,10,1,Divorced,No,02-11-2017,924619
EMP10757,21,Male,Bachelor's,Human Resources,Manager,3,14142.0,High,0,0.0,0,0,Yes,Travel_Rarely,5.0,Medium,Medium,Low,Medium,4,24,3,5,0,7,13,Married,No,05-11-2014,966833
EMP10758,48,Male,Bachelor's,Research & Development,Laboratory Technician,3,15419.0,Very High,18,3.0,2,3,No,Travel_Frequently,11.0,Medium,High,Medium,High,3,10,2,5,4,2,2,Single,No,06-04-2018,504497
EMP10759,23,Female,Master's,IT,Manager,2,18204.0,Very High,0,0.0,0,0,No,Travel_Rarely,29.0,Medium,Very High,Low,High,3,24,0,5,0,6,11,Single,No,17-04-2022,523387
EMP10760,20,Male,Bachelor's,IT,IT Support,4,11914.0,High,0,0.0,0,0,Yes,Travel_Frequently,15.0,Very High,High,Medium,Very High,3,10,1,4,1,4,5,Divorced,No,02-04-2013,688805
EMP10761,38,Female,Master's,Sales,Manager,1,14209.0,High,14,4.0,2,2,No,Travel_Rarely,28.0,High,Medium,Medium,Very High,3,14,2,3,1,8,4,Single,No,31-03-2015,740186
EMP10762,45,Male,Bachelor's,Research & Development,Research Director,3,25000.0,Very High,19,1.0,1,1,No,Travel_Frequently,28.0,Medium,High,High,Medium,3,13,2,3,1,8,6,Married,No,14-09-2012,331102
EMP10763,44,Male,Bachelor's,Sales,Sales Representative,2,12230.0,High,14,4.0,4,0,No,Travel_Rarely,5.0,Medium,Medium,High,Medium,4,12,1,3,0,4,5,Married,No,01-12-2018,261834
EMP10764,29,Female,Master's,Finance,Finance Manager,4,10732.0,High,4,0.0,0,0,No,Travel_Rarely,20.0,High,High,High,Medium,3,10,2,1,3,5,20,Single,No,25-04-2016,988057
EMP10765,34,Female,Bachelor's,Sales,Sales Executive,3,16589.0,Very High,10,2.0,2,0,No,Travel_Frequently,5.0,Low,Medium,High,Medium,3,16,0,1,1,0,18,Married,No,13-11-2019,582287
EMP10766,41,Male,Bachelor's,Research & Development,Research Director,4,25000.0,Very High,20,1.0,1,1,No,Travel_Frequently,7.0,Medium,High,High,High,3,10,0,6,0,11,13,Married,No,15-09-2013,514922
EMP10767,40,Female,Master's,IT,Data Analyst,1,20159.0,Very High,14,14.0,2,2,Yes,Non-Travel,10.0,Medium,High,Low,Medium,3,25,1,2,1,11,17,Married,No,20-09-2012,398948
EMP10768,41,Male,Bachelor's,IT,Manager,2,17871.0,Very High,20,6.0,1,6,No,Travel_Rarely,29.0,Very High,Very High,Low,Very High,3,15,1,6,2,3,20,Married,Yes,31-10-2016,909736
EMP10769,55,Male,Bachelor's, sales ,Research Scientist,3,22471.0,Very High,32,2.0,1,0,Yes,Travel_Rarely,2.0,Low,Medium,Very High,Low,3,19,3,4,2,0,13,Single,No,29-02-2012,693814
EMP10770,53,Male,Master's,IT,IT Support,3,10041.0,High,20,0.0,0,0,No,Travel_Rarely,1.0,Low,Very High,High,Medium,3,11,3,6,0,3,7,Married,Yes,01-06-2017,581034
EMP10771,49,Male,Master's,Sales,Sales Representative,2,25000.0,Very High,27,4.0,0,3,No,Travel_Rarely,20.0,Medium,High,Medium,Very High,3,23,0,3,1,11,13,Married,No,19-08-2024,321372
EMP10772,44,Male,Bachelor's,IT,IT Support,1,25000.0,Very High,16,1.0,1,1,Yes,Travel_Frequently,23.0,Medium,Very High,Low,High,3,25,1,4,1,0,20,Single,No,18-02-2022,981112
EMP10773,47,Male,Bachelor's,Sales,Sales Representative,1,18321.0,Very High,19,4.0,3,3,Yes,Travel_Rarely,1.0,High,High,Low,High,3,13,3,5,4,9,18,Married,No,05-05-2011,722864
EMP10774,20,Female,Master's,Research & Development,Research Scientist,1,25000.0,Very High,0,0.0,0,0,No,Travel_Rarely,4.0,Medium,High,Very High,High,3,17,3,0,1,3,2,Married,No,12-05-2022,360785
EMP10775,23,Female,Bachelor's,IT,Data Analyst,3,13262.0,High,0,0.0,0,0,No,Travel_Rarely,15.0,Medium,High,High,Medium,3,12,2,0,3,5,14,Single,No,21-11-2022,576084
EMP10776,26,Male,Bachelor's,Sales,Manager,3,25000.0,Very High,0,0.0,0,0,No,Travel_Rarely,15.0,Low,High,Medium,High,3,18,2,3,2,8,20,Single,No,12-11-2020,465657
EMP10777,28,Female,PhD,Sales,Sales Representative,1,23612.0,Very High,6,4.0,4,2,No,Non-Travel,30.0,Low,High,Very High,High,3,14,3,1,1,1,15,Married,No,20-11-2013,722861
EMP10778,55,Male,Bachelor's,Finance,Financial Analyst,4,18931.0,Very High,33,13.0,1,7,No,Travel_Rarely,6.0,High,High,High,Low,3,15,2,6,3,1,14,Single,No,20-01-2024,458950
EMP10779,38,Male,Master's,Finance,Finance Manager,1,21830.0,Very High,11,11.0,4,0,No,Travel_Rarely,6.0,Very High,High,High,Medium,3,11,3,2,0,5,13,Married,No,01-07-2020,359191
EMP10780,20,Female,Master's,Human Resources,HR Specialist,2,20989.0,Very High,0,0.0,0,0,No,Travel_Frequently,1.0,Medium,Medium,High,High,3,10,2,6,2,10,14,Divorced,No,08-01-2010,153814
EMP10781,29,Male,Master's,Finance,Financial Analyst,1,25000.0,Very High,0,0.0,0,0,No,Travel_Rarely,7.0,Low,High,High,Medium,3,14,1,1,0,9,6,Married,No,09-01-2018,934799
EMP10782,55,Female,Master's,Research & Development,Research Scientist,3,13568.0,High,40,3.0,3,1,No,Travel_Rarely,30.0,,Medium,Low,High,3,10,2,4,1,11,4,Married,No,16-01-2016,746408
EMP10783,28,Male,Bachelor's,Sales,Manager,3,15629.0,Very High,4,1.0,1,1,No,Travel_Rarely,5.0,High,Medium,High,High,3,13,1,1,0,5,8,Married,Yes,,645982
EMP10784,51,Male,Bachelor's,Research & Development,Research Director,2,25000.0,Very High,26,5.0,0,4,Yes,Travel_Rarely,22.0,High,High,Low,Medium,4,25,0,3,2,11,15,Single,No,14-05-2024,633786
EMP10785,51,Male,Master's,Sales,,2,16848.0,Very High,29,3.0,1,1,No,Travel_Rarely,17.0,Medium,High,High,Medium,4,17,2,5,0,2,1,Married,No,01-02-2023,127298
EMP10786,25,Female,Bachelor's,Marketing,Marketing Specialist,1,25000.0,Very High,0,0.0,0,0,No,Travel_Rarely,7.0,High,Medium,Medium,High,3,23,1,5,0,1,6,Single,No,29-03-2012,240122
EMP10787,57,Female,Master's,Human Resources,Manager,2,25000.0,Very High,25,1.0,1,1,Yes,Travel_Rarely,4.0,High,High,Medium,High,3,21,3,1,0,2,11,Married,No,03-10-2012,376943
EMP10788,36,Female,Bachelor's,Research & Development,Research Scientist,2,18383.0,Very High,10,3.0,2,3,No,Travel_Rarely,3.0,Very High,High,Very High,Medium,3,22,0,0,3,11,15,Married,No,16-10-2023,228725
EMP10789,29,Male,Master's,Research & Development,Laboratory Technician,1,25000.0,Very High,0,0.0,0,0,No,Travel_Rarely,12.0,Low,Medium,High,High,3,11,2,3,3,11,3,Single,No,16-01-2017,989629
EMP10790,46,Male,Bachelor's,Marketing,Marketing Specialist,3,13106.0,High,19,4.0,4,1,Yes,Travel_Rarely,27.0,Medium,High,Medium,High,3,15,3,6,1,3,1,Married,Yes,28-06-2011,201465
EMP10791,54,Female,Bachelor's,Sales,Sales Executive,2,25000.0,Very High,33,6.0,1,1,Yes,Non-Travel,29.0,Low,High,Very High,Low,3,21,3,3,0,3,16,Single,No,15-06-2015,739355
